1	3	67
2	3	67
3	3	92
4	3	45
5	3	95
6	3	45
7	3	6
8	3	56
9	3	90
10	3	43
11	3	93
12	3	16
13	3	8
14	3	55
15	3	67
16	3	65
17	3	2
18	3	90
19	3	31
20	3	95
21	3	90
22	3	65
23	3	67
24	3	65
25	3	47
26	3	8
27	3	4
28	3	45
29	3	96
30	3	6
31	3	47
32	3	31
33	3	62
34	3	3
35	3	23
36	3	55
37	3	2
38	3	82
39	3	70
40	3	12
41	3	75
42	3	67
43	3	45
44	3	56
45	3	65
46	3	2
47	3	12
48	3	16
49	3	8
50	3	79
51	3	75
52	3	2
53	3	85
54	3	78
55	3	34
56	3	34
57	3	16
58	3	54
59	3	2
60	3	47
61	3	16
62	3	96
63	3	15
64	3	29
65	3	51
66	3	18
67	3	47
68	3	67
69	2	20
70	3	81
71	3	2
72	3	67
73	3	1
74	3	2
75	3	2
76	3	70
77	3	75
78	3	6
79	3	34
80	3	36
81	3	2
82	3	17
83	3	18
84	3	45
85	3	68
86	3	81
87	3	96
88	3	75
89	3	51
90	3	96
91	3	90
92	3	16
93	3	5
94	3	52
95	3	85
96	2	94
97	3	1
98	3	89
99	3	45
100	3	83
101	3	51
102	3	20
103	3	70
104	3	85
105	3	48
106	3	89
107	3	8
108	3	52
109	3	8
110	3	2
111	3	75
112	3	34
113	3	81
114	3	35
115	3	54
116	2	88
117	3	90
118	3	56
119	3	8
120	3	43
121	3	30
122	3	83
123	3	95
124	3	46
125	3	15
126	3	79
127	3	96
128	3	2
129	3	75
130	3	31
131	3	65
132	2	9
133	3	91
134	3	3
135	3	69
136	3	34
137	3	21
138	3	96
139	2	29
140	3	31
141	2	88
142	3	31
143	3	68
144	3	75
145	3	36
146	3	7
147	3	2
148	3	17
149	3	8
150	3	67
151	3	95
152	3	85
153	2	79
154	2	29
155	3	97
156	3	54
157	3	79
158	3	33
159	3	67
160	3	85
161	2	35
162	3	6
163	3	16
164	3	80
165	3	34
166	2	80
167	2	45
168	3	45
169	3	90
170	2	12
171	3	16
172	3	67
173	3	90
174	2	16
175	3	79
176	3	15
177	2	16
178	2	9
179	3	80
180	3	49
181	2	17
182	2	67
183	3	29
184	3	25
185	3	55
186	3	1
187	3	29
188	2	64
189	3	5
190	3	36
191	3	15
192	2	17
193	2	18
194	3	49
195	1	61
196	2	51
197	3	55
198	3	67
199	3	38
200	3	45
201	2	31
202	3	31
203	3	75
204	3	80
205	3	16
206	2	25
207	3	57
208	3	98
209	2	68
210	3	90
211	2	98
212	3	90
213	3	16
214	3	67
215	2	55
216	3	79
217	3	8
218	3	62
219	3	58
220	3	56
221	3	78
222	3	66
223	3	31
224	3	6
225	3	45
226	2	44
227	3	31
228	3	79
229	3	35
230	3	2
231	2	20
232	2	38
233	2	61
234	3	51
235	2	52
236	3	2
237	3	67
238	2	2
239	2	83
240	2	11
241	3	25
242	3	92
243	3	8
244	2	6
245	2	30
246	2	6
247	3	67
248	3	27
249	3	15
250	2	20
251	2	21
252	3	2
253	3	57
254	3	79
255	3	54
256	2	55
257	3	43
258	1	49
259	2	77
260	2	79
261	1	68
262	3	8
263	2	37
264	3	54
265	2	16
266	3	34
267	3	2
268	3	22
269	3	75
270	2	45
271	3	65
272	3	22
273	2	16
274	3	42
275	3	93
276	3	54
277	2	16
278	3	12
279	2	79
280	3	56
281	2	50
282	2	67
283	3	34
284	3	29
285	3	56
286	3	90
287	2	51
288	2	20
289	1	62
290	2	75
291	3	10
292	3	73
293	3	55
294	3	47
295	2	56
296	2	38
297	3	45
298	3	45
299	3	2
300	2	28
301	3	8
302	3	67
303	3	75
304	3	24
305	3	28
306	2	9
307	2	31
308	2	9
309	3	23
310	3	90
311	1	61
312	1	37
313	2	90
314	3	8
315	3	18
316	2	47
317	3	55
318	2	47
319	3	15
320	3	85
321	2	34
322	2	29
323	3	79
324	3	71
325	2	6
326	3	30
327	3	85
328	3	45
329	3	12
330	2	93
331	3	49
332	3	45
333	2	8
334	2	34
335	2	16
336	3	90
337	3	75
338	2	96
339	2	60
340	2	7
341	2	7
342	3	8
343	3	31
344	3	17
345	2	80
346	2	3
347	2	33
348	3	31
349	2	12
350	3	26
351	1	69
352	3	25
353	2	56
354	3	6
355	3	55
356	3	83
357	3	45
358	3	18
359	3	8
360	2	69
361	2	37
362	2	18
363	2	13
364	2	75
365	2	79
366	2	10
367	1	21
368	3	39
369	2	88
370	2	79
371	3	67
372	3	2
373	3	94
374	2	6
375	2	67
376	2	61
377	1	78
378	2	18
379	2	94
380	2	6
381	3	78
382	2	44
383	3	79
384	3	56
385	3	2
386	2	51
387	2	44
388	2	16
389	3	15
390	2	5
391	2	79
392	3	9
393	2	29
394	2	31
395	1	90
396	3	85
397	2	23
398	2	17
399	2	32
400	3	7
401	3	67
402	2	29
403	2	5
404	3	65
405	2	29
406	3	6
407	2	79
408	2	18
409	2	67
410	2	9
411	2	55
412	3	20
413	2	8
414	2	36
415	2	2
416	1	68
417	2	75
418	3	62
419	2	99
420	3	55
421	3	82
422	2	12
423	2	47
424	3	70
425	3	16
426	3	79
427	2	16
428	3	79
429	2	75
430	2	67
431	2	79
432	2	27
433	2	3
434	2	3
435	1	64
436	2	5
437	2	18
438	3	61
439	2	32
440	2	43
441	2	2
442	3	67
443	2	25
444	2	15
445	2	16
446	2	90
447	2	80
448	2	55
449	1	16
450	3	2
451	3	54
452	2	13
453	2	51
